turn,collimator,interaction_type,id_before,s_before,x_before,px_before,y_before,py_before,zeta_before,delta_before,energy_before,mass_before,charge_before,z_before,a_before,pdgid_before,id_after,s_after,x_after,px_after,y_after,py_after,zeta_after,delta_after,energy_after,mass_after,charge_after,z_after,a_after,pdgid_after
0,tcp.d6l7.b1,Multiple Coulomb Scattering,418,0.5819520694077044,0.0,1.28682630316151e-05,9.392019345381609e-05,1.1849499684385137e-06,1.506967865531934e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,418,0.6,2.3734943909930558e-07,1.3804674107981187e-05,9.39397556184069e-05,9.819149307621467e-07,1.506967865531934e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1
0,tcp.d6l7.b1,Enter Jaw L,2085,0.5958678269753188,0.0,1.2780407816084333e-05,0.0003263630073063785,-4.77089847427788e-06,3.8449966936146847e-13,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Exit Jaw,9,0.6,2.4349188606693427e-07,1.1327268501162503e-05,0.0001532009133774303,-4.125982846243248e-06,1.764863841226241e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Exit Jaw,418,0.6,2.3734943909930558e-07,1.3804674107981187e-05,9.39397556184069e-05,9.819149307621467e-07,1.506967865531934e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Enter Jaw L,419,0.5664553275619757,0.0,1.2686446179223657e-05,-0.0002960711535809932,3.1632156229373328e-06,2.8672593444542856e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Enter Jaw L,10,0.5854731863590574,0.0,1.2838161568562389e-05,0.0004681226286353108,-1.0387846737556173e-05,1.9809187415564227e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Multiple Coulomb Scattering,1251,0.5486441441931834,0.0,1.242282516583849e-05,-0.00045653765071233446,7.357157994739257e-06,5.352670453429434e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,1251,0.6,6.386368771625341e-07,1.2773775163237208e-05,-0.00045615142185037507,7.0624543092374325e-06,5.352670453429434e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1
0,tcp.d6l7.b1,Multiple Coulomb Scattering,419,0.5664553275619757,0.0,1.2686446179223657e-05,-0.0002960711535809932,3.1632156229373328e-06,2.8672593444542856e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,419,0.6,4.2475873928874504e-07,1.1740423172314702e-05,-0.00029600481611892016,1.6496088113401705e-06,2.8672593444542856e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1
0,tcp.d6l7.b1,Multiple Coulomb Scattering,10,0.5854731863590574,0.0,1.2838161568562389e-05,0.0004681226286353108,-1.0387846737556173e-05,1.9809187415564227e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,10,0.6,1.8703568030509908e-07,1.2916639761870978e-05,0.00046797222005941474,-1.0276230897396593e-05,1.9809187415564227e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1
0,tcp.d6l7.b1,Enter Jaw R,2920,0.576808481160036,-0.0,1.2559181844166362e-05,0.00036550017442665746,-6.579703068627985e-06,2.331042392416674e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Exit Jaw,1251,0.6,6.386368771625341e-07,1.2773775163237208e-05,-0.00045615142185037507,7.0624543092374325e-06,5.352670453429434e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Enter Jaw R,3337,0.5476345652839558,-0.0,1.2567410590707872e-05,0.00017720103587138912,-1.5349382238139662e-06,4.196979015009577e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Multiple Coulomb Scattering,3337,0.5476345652839558,-0.0,1.2567410590707872e-05,0.00017720103587138912,-1.5349382238139662e-06,4.196979015009577e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,3337,0.5697378886271285,2.5937455341972147e-07,1.115945543852638e-05,0.00017719091929121818,-1.0766093303248112e-07,4.196979015009577e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1
0,tcp.d6l7.b1,Absorbed,3337,0.5697378886271285,2.5937455341972147e-07,1.115945543852638e-05,0.00017719091929121818,-1.0766093303248112e-07,4.196979015009577e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Exit Jaw,419,0.6,4.2475873928874504e-07,1.1740423172314702e-05,-0.00029600481611892016,1.6496088113401705e-06,2.8672593444542856e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
0,tcp.d6l7.b1,Enter Jaw R,3338,0.554910846928528,-0.0,1.2394271943049285e-05,3.1968576448083084e-05,1.4387997018188009e-06,3.509917936948979e-12,0.0,6800000000003.554,938272088.1604904,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
